Method;Iteration;Convergence
Newton;3,0000000000000000;
Newton;1,9580319925617968;1,5135931333905195
Newton;1,0264758806746257;1,4474582756452810
Newton;0,4030682866559877;1,5149982399486326
Newton;0,0977990446182589;1,7479075535169046
Newton;0,0082280046633716;1,9446893663894873
Newton;0,0000667844742072;1,9971945076059812
Newton;0,0000000044596697;1,9227443972013838
Newton;-0,0000000000000000;-0,0000000000000000
Newton;-0,0000000000000000;
Halley;3,0000000000000000;
Halley;0,9494889420729473;1,6826829996253023
Halley;0,1370151982558191;2,3091800555175910
Halley;0,0015681665671033;2,9309257072654593
Halley;0,0000000032015607;1,3655488840631429
Halley;-0,0000000000000001;-0,0000000000000000
Halley;-0,0000000000000001;
Bisection;1,2500000000000000;
Bisection;0,3750000000000000;1,4882059318866432
Bisection;-0,0625000000000000;-0,5113915944693856
Bisection;0,1562500000000000;-1,3139637480162702
Bisection;0,0468750000000000;1,4882059318866432
Bisection;-0,0078125000000000;-0,5113915944693856
Bisection;0,0195312500000000;-1,3139637480162702
Bisection;0,0058593750000000;1,4882059318866432
Bisection;-0,0009765625000000;-0,5113915944693856
Bisection;0,0024414062500000;-1,3139637480162702
Bisection;0,0007324218750000;1,4882059318866432
Bisection;-0,0001220703125000;-0,5113915944693856
Bisection;0,0003051757812500;-1,3139637480162702
Bisection;0,0000915527343750;1,4882059318866432
Bisection;-0,0000152587890625;-0,5113915944693856
Bisection;0,0000381469726562;-1,3139637480162702
Bisection;0,0000114440917969;1,4882059318866432
Bisection;-0,0000019073486328;-0,5113915944693856
Bisection;0,0000047683715820;-1,3139637480162702
Bisection;0,0000014305114746;1,4882059318866432
Bisection;-0,0000002384185791;-0,5113915944693856
Bisection;0,0000005960464478;-1,3139637480162702
Bisection;0,0000001788139343;1,4882059318866432
Bisection;-0,0000000298023224;-0,5113915944693856
Bisection;0,0000000745058060;-1,3139637480162702
Bisection;0,0000000223517418;1,4882059318866432
Bisection;-0,0000000037252903;-0,5113915944693856
Bisection;0,0000000093132257;-1,3139637480162702
Bisection;0,0000000027939677;1,4882059318866432
Bisection;-0,0000000004656613;-0,5113915944693856
Bisection;0,0000000011641532;-1,3139637480162702
Bisection;0,0000000003492460;1,4882059318866432
Bisection;-0,0000000000582077;-0,5113915944693856
Bisection;0,0000000001455192;-1,3139637480162702
Bisection;0,0000000000436557;1,4882059318866432
Bisection;-0,0000000000072760;-0,5113915944693856
Bisection;0,0000000000181899;-1,3139637480162702
Bisection;0,0000000000054570;1,4882059318866432
Bisection;-0,0000000000009095;-0,5113915944693856
Bisection;0,0000000000022737;-1,3139637480162702
Bisection;0,0000000000006821;1,4882059318866432
Bisection;-0,0000000000001137;-0,5113915944693856
Bisection;0,0000000000002842;-1,3139637480162702
Bisection;0,0000000000000853;1,4882059318866432
Bisection;-0,0000000000000142;-0,5113915944693856
Bisection;0,0000000000000355;-1,3139637480162702
Bisection;0,0000000000000107;1,4882059318866432
Bisection;-0,0000000000000018;-0,5113915944693856
Bisection;0,0000000000000044;-1,3139637480162702
Bisection;0,0000000000000013;1,4882059318866432
Bisection;-0,0000000000000002;-0,5113915944693856
Bisection;0,0000000000000006;-1,3139637480162702
Bisection;0,0000000000000002;1,4882059318866432
Bisection;-0,0000000000000000;
Secant;-0,4555581456668252;
Secant;-0,4128205601945452;-5,4484658935214503
Secant;0,7060903858668459;-2,1257137725445752
Secant;-0,2256101256715511;0,6179616426113109
Secant;-0,1114698807080124;1,6422801078806415
Secant;0,0350178631492060;1,8387309109647778
Secant;-0,0041653442315694;1,5863020943845332
Secant;-0,0001421983389919;1,6218013902205350
Secant;0,0000005944385908;1,6172331677330607
Secant;-0,0000000000845382;1,5677789255358696
Secant;-0,0000000000000001;0,0639338029397052
Secant;0,0000000000000000;-0,0000000000000000
Secant;0,0000000000000000;
